Employment,Country,Student,EdLevel,DevType,YearsCode,CompTotal,CompFreq,ConvertedComp,WorkWeekHrs,Age,Gender,Ethnicity,NormalizedAnnualCompensation
full-time,United States,No,Bachelors degree,Developer,9,120000,Yearly,120000,50,27,Man,White,120000
full-time,Brazil,No,Bachelors degree,Developer,11,8000,Monthly,26232,44,29,Man,Multiracial,96000
full-time,Netherlands,No,Masters degree ,Data or business analyst,20,80000,Monthly,1000000,40,35,Man,Asian,960000
full-time,Italy,Yes,Masters degree ,Designer,35,28000,Yearly,32081,36,50,Woman,White,28000
full-time,United States,No,Bachelors degree,Academic researcher,19,105000,Yearly,105000,40,39,Man,White,105000
full-time,United States,No,Bachelors degree,Developer,7,160000,Yearly,160000,40,24,Man,Multiracial,160000
full-time,United States,No,Bachelors degree,Database administrator,20,67000,Weekly,2000000,40,33,Man,White,3484000
full-time,Turkey,No,Bachelors degree,full-stack,8,9000,Monthly,20736,45,32,Woman,White,108000
full-time,New Zealand,No,No degree,Developer,11,70000,Yearly,48279,37.5,26,Man,White,70000
full-time,Australia,No,Bachelors degree,Developer,38,4400,Weekly,159550,40,58,Man,White,228800
part-time,Germany,Yes,Bachelors degree,Academic researcher,12,390,Monthly,5364,8,23,Man,White,4680
full-time,United States,No,Bachelors degree,Developer,3,70000,Yearly,70000,40,33,Man,White,70000
full-time,Malta,No,Bachelors degree,Developer,7,,Yearly,,40,27,Man,White,
full-time,Greece,No,No degree,Database administrator,5,850,Monthly,11688,40,40,Man,White,10200
full-time,Poland,No,Bachelors degree,full-stack,8,195000,Yearly,52106,45,29,Man,White,195000
full-time,United Kingdom,No,Bachelors degree,Developer,9,31000,Yearly,40563,40,25,Man,White,31000
full-time,United Kingdom,No,Other doctoral degree ,Developer,38,,Monthly,,60,49,Man,White,
full-time,Colombia,No,Professional degree,Developer,9,3000000,Monthly,11652,48,31,Man,Black,36000000
full-time,Germany,No,Masters degree ,Developer,5,3850,Monthly,52932,40,26,Man,White,46200
full-time,Malaysia,No,Bachelors degree,Database administrator,8,,Monthly,,40,25,Woman,Asian,
full-time,United States,No,Associate degree,Data or business analyst,25,60000,Yearly,60000,45,35,Man,White,60000
full-time,South Africa,No,Bachelors degree,Data or business analyst,15,70000,Monthly,63048,48,36,Man,Black,840000
full-time,Croatia,No,Bachelors degree,Database administrator,20,10000,Monthly,18540,60,29,Man,White,120000
full-time,India,No,Masters degree ,Developer,7,,Monthly,,45,27,Man,Asian,
full-time,Poland,No,Masters degree ,full-stack,15,16000,Monthly,51300,50,31,Man,White,192000
full-time,Australia,No,No degree,Data or business analyst,11,3000,Weekly,108800,40,30,Man,White,156000
full-time,United States,No,Secondary school,Developer,4,81500,Yearly,81500,40,34,Woman,Native,81500
full-time,Italy,No,Bachelors degree,Developer,15,,Monthly,,8,35,Woman,White,
full-time,United States,No,Bachelors degree,Database administrator,18,150000,Yearly,150000,40,43,Man,White,150000
full-time,India,No,Bachelors degree,Data scientist or machine learning specialist,5,1250000,Yearly,17491,40,23,Woman,Asian,1250000
full-time,United States,No,No degree,Developer,15,140000,Weekly,2000000,44,32,Man,White,7280000
full-time,Portugal,No,No degree,Database administrator,10,900,Monthly,12372,37.5,25,Man,White,10800
full-time,United States,No,No degree,,30,100000,Yearly,100000,45,51,Man,White,100000
full-time,United States,No,Associate degree,full-stack,17,75000,Weekly,2000000,40,,Man,,3900000
full-time,Italy,No,Secondary school,Database administrator,8,2500,Monthly,34368,40,22,Man,White,30000
full-time,United States,No,Bachelors degree,Developer,12,86000,Yearly,86000,40,34,Man,White,86000
full-time,Iran,No,Bachelors degree,Academic researcher,10,60000000,Monthly,17100,45,27,Man,Middle Eastern,720000000
full-time,India,No,Masters degree ,Developer,6,470000,Yearly,6577,45,25,Man,,470000
full-time,Romania,No,Masters degree ,Database administrator,2,11000,Monthly,31812,40,33,Man,White,132000
full-time,Switzerland,No,Bachelors degree,Database administrator,15,95000,Yearly,95440,42,29,Man,White,95000
full-time,United Kingdom,No,Bachelors degree,Database administrator,10,52000,Yearly,68041,40,27,Man,White,52000
full-time,Italy,No,Masters degree ,Developer,20,40000,Yearly,45830,40,33,Man,White,40000
full-time,Germany,No,Bachelors degree,Developer,19,,Monthly,,40,52,Man,White,
full-time,France,No,Masters degree ,Developer,10,4600,Monthly,63240,40,31,Man,White,55200
full-time,United States,No,Masters degree ,Database administrator,37,100000,Yearly,100000,40,49,Man,White,100000
full-time,Greece,Yes,Bachelors degree,full-stack,12,18900,Yearly,21655,40,23,Man,White,18900
full-time,Canada,No,Bachelors degree,Developer,10,88000,Yearly,67178,40,31,Man,White,88000
full-time,Japan,No,Associate degree,Developer,14,570,Yearly,5,40,27,Woman,Asian,570
full-time,Canada,No,Bachelors degree,Developer,9,135000,Yearly,103057,40,22,Man,Asian,135000
part-time,United States,Yes,No degree,Engineer,11,220000,Yearly,220000,60,20,Man,Hispanic,220000
full-time,Germany,No,Bachelors degree,Developer,9,60000,Yearly,68745,40,29,Man,White,60000
full-time,United States,No,Bachelors degree,Data or business analyst,25,97000,Yearly,97000,45,35,Man,White,97000
full-time,Pakistan,No,Bachelors degree,Developer,5,60000,Monthly,5196,40,28,Man,Asian,720000
full-time,United States,No,Bachelors degree,Data scientist or machine learning specialist,14,,,,40,,Man,White,
full-time,Sweden,No,Bachelors degree,Developer,10,,Monthly,,40,28,Man,,
full-time,Germany,No,Bachelors degree,Database administrator,16,60000,Yearly,68745,60,30,Man,White,60000
full-time,South Africa,No,Bachelors degree,DevOps specialist,15,600000,Yearly,45033,40,32,Woman,White,600000
full-time,South Korea,Yes,Bachelors degree,Developer,4,2910000,Monthly,31200,8,26,Woman,Asian,34920000
full-time,United States,Yes,No degree,Developer,6,52200,Yearly,52200,40,33,Man,White,52200
full-time,Thailand,No,Bachelors degree,Developer,10,,Monthly,,45,35,Man,Asian,
full-time,Russian Federation,Yes,No degree,Developer,20,140000,Monthly,25668,40,40,Man,Middle Eastern,1680000
full-time,United States,No,Bachelors degree,full-stack,10,70000,Yearly,70000,42,28,Man,White,70000
full-time,Peru,No,Masters degree ,Developer,10,3500,Monthly,12636,40,27,Man,Hispanic,42000
full-time,France,No,Masters degree ,full-stack,3,38500,Yearly,44111,35,25,Woman,Black,38500
full-time,Indonesia,Yes,Bachelors degree,Developer,4,,Monthly,,40,,Man,Asian,
full-time,India,No,Bachelors degree,Developer,15,1950000,Yearly,27286,50,28,Man,Asian,1950000
part-time,Switzerland,No,Masters degree ,Designer,37,100000,Yearly,100463,35,53,Man,White,100000
full-time,Romania,No,Bachelors degree,full-stack,13,19000,Monthly,54936,40,27,Woman,White,228000
full-time,United Kingdom,No,Bachelors degree,Designer,7,33500,Yearly,43834,42,26,Man,White,33500
part-time,Israel,Yes,Masters degree ,Data scientist or machine learning specialist,7,8250,Monthly,27216,18,30,Man,White,99000
full-time,United States,No,Bachelors degree,Developer,40,229000,Monthly,2000000,40,52,Man,White,2748000
full-time,Czech Republic,Yes,No degree,Developer,7,35000,Monthly,18708,40,24,Woman,White,420000
full-time,Russian Federation,No,Masters degree ,Data scientist or machine learning specialist,5,150000,Monthly,27504,40,25,Man,White,1800000
full-time,New Zealand,No,Bachelors degree,full-stack,13,55000,Monthly,455196,38,24,Man,White,660000
full-time,Czech Republic,No,Secondary school,Developer,8,57000,Monthly,30468,35,21,Man,White,684000
full-time,Czech Republic,No,Masters degree ,Developer,4,65000,Monthly,34752,50,27,Man,White,780000
full-time,United Kingdom,No,Bachelors degree,Developer,9,31500,Monthly,494604,60,27,Man,White,378000
full-time,India,No,Bachelors degree,Developer,8,60000,Monthly,10080,40,28,Man,,720000
full-time,Sri Lanka,No,Bachelors degree,Developer,7,140000,Monthly,9504,40,32,Man,Asian,1680000
full-time,Mexico,No,Bachelors degree,Database administrator,12,35000,Monthly,21984,45,26,Man,Hispanic,420000
full-time,France,No,Masters degree ,Developer,5,37000,Yearly,42393,40,25,Man,,37000
full-time,Japan,No,Masters degree ,Developer,11,3600000,Monthly,394536,40,26,Man,Asian,43200000
full-time,United States,No,Secondary school,Data or business analyst,30,160000,Yearly,160000,50,46,Man,White,160000
full-time,Bangladesh,No,No degree,Developer,8,70000,Monthly,10032,45,25,Man,Asian,840000
full-time,Croatia,No,Bachelors degree,System administrator,3,7500,Monthly,13908,40,38,Man,White,90000
full-time,United Kingdom,No,Bachelors degree,Developer,5,1800,Yearly,2355,,22,Man,White,1800
full-time,United States,No,Bachelors degree,Designer,37,111000,Yearly,111000,43,54,Man,White,111000
part-time,Poland,No,Secondary school,Data scientist or machine learning specialist,3,4000,Monthly,12828,40,19,Man,White,48000
full-time,United States,No,No degree,Developer,7,120000,Yearly,120000,37,25,Man,White,120000
full-time,India,No,Bachelors degree,Developer,11,5000000,Yearly,69964,45,31,Man,,5000000
full-time,United States,No,Masters degree ,,2,97000,Monthly,1164000,65,50,Man,White,1164000
full-time,United States,No,Bachelors degree,Developer,15,75000,Yearly,75000,40,45,Woman,White,75000
full-time,Norway,No,Bachelors degree,Developer,17,820000,Yearly,97166,40,31,Man,White,820000
full-time,United States,No,Bachelors degree,Developer,5,125000,Yearly,125000,40,23,Man,Asian,125000
full-time,United States,No,Associate degree,full-stack,20,146000,Yearly,146000,50,42,Man,White,146000
full-time,United Kingdom,No,Bachelors degree,full-stack,3,50000,Yearly,65424,40,24,Woman,White,50000
full-time,United States,No,Bachelors degree,full-stack,19,97000,Yearly,97000,40,37,Man,White,97000
full-time,Norway,No,Bachelors degree,Developer,15,600000,Yearly,71097,45,34,Man,White,600000
full-time,Germany,No,No degree,Data scientist or machine learning specialist,13,3000,Monthly,41244,40,24,Man,White,36000
full-time,Bulgaria,No,No degree,full-stack,18,106000,Yearly,62011,40,36,Man,White,106000
full-time,Bangladesh,Yes,Bachelors degree,Developer,5,12000,Monthly,1716,9,23,Man,Asian,144000
full-time,Hungary,No,Masters degree ,Data or business analyst,14,900000,Monthly,38976,45,38,Man,White,10800000
full-time,United States,No,Bachelors degree,Developer,12,50000,Yearly,50000,40,28,Man,White,50000
full-time,United States,No,No degree,Developer,12,380000,Yearly,380000,40,24,Man,White,380000
full-time,France,No,Masters degree ,Database administrator,13,,Monthly,,40,32,Man,White,
full-time,United States,No,Other doctoral degree ,Developer,40,116600,Yearly,116600,40,52,Man,White,116600
full-time,Canada,No,Bachelors degree,Developer,20,100000,Yearly,76339,40,32,Man,White,100000
full-time,Canada,No,Associate degree,full-stack,6,50000,Yearly,38169,40,24,Man,Asian,50000
full-time,United States,No,Bachelors degree,full-stack,20,135000,Weekly,2000000,40,37,Man,White,7020000
full-time,United States,No,Masters degree ,Developer,15,,,,40,34,Man,Asian,
full-time,United States,Yes,Bachelors degree,Data or business analyst,12,84000,Yearly,84000,40,38,Man,White,84000
full-time,United States,No,Bachelors degree,Developer,8,85000,Yearly,85000,40,25,Man,White,85000
full-time,India,No,Bachelors degree,Developer,10,2300000,Yearly,32183,50,25,Man,Asian,2300000
full-time,Australia,No,Bachelors degree,Developer,28,130000,Yearly,94289,45,38,Man,White,130000
full-time,Spain,Yes,Masters degree ,Developer,16,50000,Yearly,57287,40,35,Man,White,50000
full-time,United States,No,Bachelors degree,Developer,6,60000,Yearly,60000,40,22,Man,White,60000
full-time,United States,No,No degree,Data or business analyst,21,250000,Yearly,250000,55,34,Man,White,250000
full-time,France,No,No degree,Database administrator,25,2400,Monthly,33000,39,34,Man,White,28800
full-time,Singapore,No,Masters degree ,Database administrator,4,,Monthly,,48,29,Man,Asian,
full-time,India,No,Bachelors degree,full-stack,9,,Yearly,,40,29,Man,Asian,
full-time,Romania,No,Masters degree ,Database administrator,10,,Monthly,,40,31,Man,White,
full-time,Brazil,No,Bachelors degree,Developer,6,4000,Monthly,13116,44,22,Man,White,48000
full-time,Canada,No,No degree,Developer,20,40000,Yearly,30535,35,30,Man,White,40000
full-time,United States,No,Bachelors degree,Developer,8,210000,Yearly,210000,45,28,Man,Hispanic,210000
full-time,United States,No,Bachelors degree,Database administrator,13,140000,Yearly,140000,40,26,Man,White,140000
full-time,United States,No,Bachelors degree,Data scientist or machine learning specialist,4,105000,Yearly,105000,40,32,Man,White,105000
full-time,Bulgaria,No,Masters degree ,Developer,3,2000,Monthly,14040,40,26,Man,White,24000
full-time,Colombia,No,No degree,full-stack,9,15000000,Monthly,58248,45,26,Man,Hispanic,180000000
full-time,United States,No,Masters degree ,Developer,18,220000,Yearly,220000,40,33,Man,White,220000
part-time,Netherlands,No,Masters degree ,Data scientist or machine learning specialist,13,2400,Monthly,33000,32,26,Woman,White,28800
part-time,Australia,Yes,No degree,full-stack,7,375,Weekly,13600,21,20,Man,White,19500
full-time,Spain,No,Masters degree ,Developer,23,38000,Yearly,43538,40,38,Man,White,38000
full-time,Italy,No,Bachelors degree,Developer,10,1700,Monthly,23376,40,31,Man,White,20400
full-time,United States,No,No degree,Developer,16,110000,Yearly,110000,38,28,Man,White,110000
full-time,India,,Masters degree ,Academic researcher,6,800000,Yearly,11194,45,28,Man,Asian,800000
full-time,United States,No,Bachelors degree,Developer,15,90000,Yearly,90000,40,28,Man,Hispanic,90000
full-time,Russian Federation,No,Bachelors degree,Developer,4,141000,Monthly,25848,41,26,Man,White,1692000
full-time,France,Yes,Masters degree ,full-stack,11,47000,Yearly,53850,42,27,Man,Black,47000
full-time,France,No,Masters degree ,Data or business analyst,6,33000,Yearly,37810,36.5,23,Man,White,33000
full-time,United States,No,Masters degree ,Developer,5,130000,Yearly,130000,40,29,Man,Asian,130000
full-time,Netherlands,No,Masters degree ,Data scientist or machine learning specialist,16,83000,Yearly,95097,43,33,Man,White,83000
full-time,Germany,No,Bachelors degree,Database administrator,6,47800,Yearly,54767,40,23,Man,White,47800
part-time,Hungary,Yes,Bachelors degree,Developer,7,30000,Weekly,5400,25,25,Man,White,1560000
full-time,Germany,No,Secondary school,Developer,3,950,Monthly,13056,40,19,Man,White,11400
part-time,United States,No,Secondary school,Academic researcher,4,25000,Yearly,25000,45,18,Man,White,25000
full-time,United States,Yes,Bachelors degree,Academic researcher,14,1000,Monthly,12000,40,27,Man,White,12000
full-time,Brazil,No,No degree,Data or business analyst,10,5850,Monthly,19176,40,26,Man,Hispanic,70200
full-time,South Africa,Yes,Bachelors degree,full-stack,7,12000,Monthly,10812,45,22,Man,White,144000
full-time,India,No,Masters degree ,full-stack,5,450000,Yearly,6297,9,31,Man,Asian,450000
full-time,United States,No,Masters degree ,Developer,15,119105,Yearly,119105,40,33,Man,White,119105
full-time,United States,No,Bachelors degree,Designer,20,94000,Yearly,94000,55,40,Man,White,94000
full-time,Israel,No,Bachelors degree,Developer,7,30000,Monthly,98964,47.5,30,Man,Middle Eastern,360000
full-time,Azerbaijan,No,Masters degree ,Developer,21,4600,Monthly,32424,40,37,Man,White,55200
full-time,Other Country (Not Listed Above),No,Bachelors degree,Developer,8,820,Monthly,11280,40,26,Man,White,9840
full-time,United Kingdom,No,Bachelors degree,full-stack,20,48000,Yearly,62807,37.5,43,Man,White,48000
full-time,United States,No,Masters degree ,Developer,7,80000,Yearly,80000,35,24,Man,White,80000
full-time,United States,No,Bachelors degree,full-stack,18,155000,Yearly,155000,40,44,Man,White,155000
full-time,United States,No,No degree,Developer,40,95000,Yearly,95000,70,50,Man,White,95000
part-time,France,Yes,Secondary school,Developer,3,400000,Yearly,458300,375,22,Woman,White,400000
full-time,Chile,No,Secondary school,Developer,7,500000,Monthly,9180,40,22,Man,Hispanic,6000000
full-time,Hong Kong (S.A.R.),No,Bachelors degree,Data or business analyst,13,24000,Monthly,36708,40,26,Man,Asian,288000
full-time,Latvia,Yes,Bachelors degree,Developer,5,660,Monthly,9072,40,20,Man,White,7920
full-time,United States,No,Bachelors degree,Developer,7,100000,Monthly,1200000,40,24,Man,Black,1200000
full-time,Netherlands,No,Masters degree ,Developer,12,70000,Yearly,80202,50,29,Man,White,70000
part-time,Austria,Yes,,Designer,6,2500,Monthly,34368,22,19,Woman,White,30000
full-time,Indonesia,Yes,Bachelors degree,Developer,4,6000000,Monthly,5160,40,21,Woman,,72000000
full-time,Iran,No,Bachelors degree,Data or business analyst,8,40000000,Monthly,11400,45,33,Man,,480000000
full-time,Spain,No,Bachelors degree,full-stack,9,34000,Yearly,38955,40,26,Man,Hispanic,34000
